#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-08-15T13:47:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee0d9a0ceb	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/70A&tab:{V/70A/catalog}&key:source=gliese&HTTPPRM:&&-ref=VIZ53ee0d9a0ceb&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/70A/catalog
#-order=I
#-out=Name
#-out=RAB1950
#-out=DEB1950
#-out=Sp
#-out=Vmag
#-out=B-V
#-out=trplx
#-out=plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_5070
#Name: V/70A
#Title: Nearby Stars, Preliminary 3rd Version (Gliese+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	V_70A_catalog:
#Name: V/70A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F7.3)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F7.3)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A8)	Identifier ; see remarks.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A8)	? Right Ascension B1950	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A8)	? Declination B1950	[ucd=pos.eq.dec;meta.main]
#Column	Sp	(a12)	Spectral type or color class	[ucd=src.spType]
#Column	Vmag	(F6.2)	Apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	trplx	(F6.1)	? Trigonometric parallax	[ucd=pos.parallax.trig]
#Column	plx	(F6.1)	? Resulting parallax	[ucd=pos.parallax.trig]
#Column	_RA.icrs	(A8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000|_DEJ2000|Name|RAB1950|DEB1950|Sp|Vmag|B-V|trplx|plx|_RA.icrs|_DE.icrs
227.4006| +3.1672|NN 3892 |15 07 07|+03 21.0|M3          | 11.46| 1.50|      |  78.0|15 09 36.1|+03 10 02
227.5524|-16.3798|Gl 579.2|15 07 28|-16 08.5|K0 VI       |  9.08| 0.77|  39.9|  39.9|15 10 12.6|-16 22 47
227.5527|-16.4632|Gl 579.2|15 07 28|-16 13.5|K2 VI       |  9.45| 0.86|  39.9|  39.9|15 10 12.7|-16 27 48
227.5186|+19.3580|NN 3893 |15 07 48|+19 33.2|m           | 13.35|     |      |  69.0|15 10 04.5|+19 21 29
228.0724|-52.0987|Wo 9512 |15 08 41|-51 54.6|G8 III      |  3.41| 0.92|  41.6|  26.0|15 12 17.4|-52 05 55
228.0392|-52.1072|Wo 9512 |15 08 33|-51 55.1|F9 V        |  6.69| 0.50|  41.6|  26.0|15 12 09.4|-52 06 26
227.9637|-10.2389|NN 3894 |15 09 12|-10 02.9|M4          | 14.26| 1.66|  68.0|  68.0|15 11 51.3|-10 14 20
227.9846|+17.9550|NN 3895 |15 09 40|+18 09.0|m           | 13.45| 1.51|  42.3|  42.3|15 11 56.3|+17 57 18
228.1996| -1.1657|Gl 579.3|15 10 14|-00 58.5|K0          |  9.29| 0.78|  46.7|  20.0|15 12 47.9|-01 09 57
228.1803|+19.2857|NN 3896 |15 10 29|+19 28.1|G5 V        |  6.68| 0.68|  22.6|  50.0|15 12 43.3|+19 17 09
228.1842|+19.2923|NN 3897 |15 10 30|+19 28.5|G7 V        |  7.53| 0.73|  22.6|  50.0|15 12 44.2|+19 17 32
228.3696|-25.3090|Gl 579.4|15 10 33|-25 07.3|G5 V        |  6.45| 0.70|  31.2|  54.0|15 13 28.7|-25 18 32
228.1575|+45.7285|NN 3898 |15 10 57|+45 54.6|m           | 13.35|     |      |  72.0|15 12 37.8|+45 43 43
228.4608| -1.3509|Gl 580  |15 11 20|-01 09.5|K0 V J      |  7.35| 0.77|  58.9|  58.9|15 13 50.6|-01 21 03
228.4608| -1.3509|Gl 580  |15 11 20|-01 09.5|            |  7.35|     |  58.9|  58.9|15 13 50.6|-01 21 03
228.4979| -3.7983|GJ 1190 |15 11 25|-03 36.9|K5 V        |  9.84| 1.13|  47.5|  33.0|15 13 59.5|-03 47 54
229.3791|-58.8017|Gl 580.1|15 13 35|-58 37.0|A3 V        |  4.07| 0.09|  51.6|  51.6|15 17 31.0|-58 48 06
228.6586|+67.3471|Gl 580.2|15 14 03|+67 32.2|F8 V        |  5.13| 0.53|  48.3|  48.3|15 14 38.1|+67 20 50
229.3038| +3.1740|NN 3899 |15 14 42|+03 21.4|DA wk       | 14.02|     |      |  51.0|15 17 12.9|+03 10 27
229.6635|-18.6267|Wo 9518 |15 15 47|-18 26.4|K5 p        | 10.35| 1.22|  44.5|  44.5|15 18 39.3|-18 37 36
229.7992|-12.7521|NN 3900 |15 16 29|-12 34.1|M3          | 12.58| 1.52|      |  75.0|15 19 11.8|-12 45 08
229.8608| -7.7247|Gl 581  |15 16 50|-07 32.4|dM5         | 10.56| 1.60| 157.9| 157.9|15 19 26.6|-07 43 29
230.4499|-48.3177|Gl 582  |15 18 25|-48 08.1|G2 V        |  5.65| 0.65|  63.1|  63.1|15 21 48.0|-48 19 04
230.5362|-47.9272|NN 3901 |15 18 39|-47 44.8|F8 V        |  5.00| 0.50|  29.9|  29.9|15 22 08.7|-47 55 38
229.8199|+67.8557|NN 3902 |15 18 53|+68 01.8|m           | 13.44|     |      |  45.0|15 19 16.8|+67 51 21
230.6526|-47.9218|Gl 582.1|15 19 08|-47 44.4|G5 V J      |  8.29| 0.70|  56.1|  56.1|15 22 36.6|-47 55 18
230.6526|-47.9218|Gl 582.1|15 19 08|-47 44.4|            |  8.60|     |  56.1|  56.1|15 22 36.6|-47 55 18
230.5558|-27.8282|GJ 2112 |15 19 11|-27 39.5|M3 :        | 13.28| 1.70|      |  60.0|15 22 13.4|-27 49 41
230.5166| -4.7764|Gl 583  |15 19 27|-04 35.9|K7 V        |  9.47| 1.33|  60.2|  54.0|15 22 04.0|-04 46 35
230.4680|+20.9785|Wo 9520 |15 19 38|+21 09.3|dM0  e      | 10.11| 1.51|  91.6|  91.6|15 21 52.3|+20 58 43
230.6550|-10.6606|GJ 1191 |15 19 54|-10 28.8|K2 V        |  7.99| 0.95|      |  50.0|15 22 37.2|-10 39 38
230.6759| +1.4190|GJ 1192 |15 20 11|+01 36.1|K3 V        |  8.30| 1.00|  43.5|  42.0|15 22 42.2|+01 25 08
230.8004|+30.2871|Gl 584  |15 21 08|+30 28.0|G2 V        |  5.62| 0.58|  59.6|  59.6|15 23 12.1|+30 17 14
230.8004|+30.2871|Gl 584  |15 21 08|+30 28.0|G2 V        |  5.96|     |  59.6|  59.6|15 23 12.1|+30 17 14
230.9630|+17.4663|Gl 585  |15 21 35|+17 39.6|M4          | 13.68| 1.78|  85.1|  85.1|15 23 51.1|+17 27 59
231.1227|+37.3773|NN 3903 |15 22 36|+37 33.1|F0 V        |  4.31| 0.31|  39.5|  42.0|15 24 29.4|+37 22 38
231.1226|+37.3823|NN 3904 |15 22 36|+37 33.4|G1 V        |  6.50| 0.59|  39.5|  42.0|15 24 29.4|+37 22 56
231.4951|-26.7065|NN 3905 |15 23 02|-26 31.9|K3/4 V      |  8.84| 1.05|  12.7|  42.0|15 25 58.8|-26 42 23
231.9298| +2.5987|Gl 585.1|15 25 12|+02 46.3|dM0         | 10.21| 1.34|      |  40.0|15 27 43.2|+02 35 55
231.9067|+10.5955|NN 3906 |15 25 15|+10 46.3|K5          |  9.86| 1.30|      |  44.0|15 27 37.6|+10 35 44
232.0399| -9.3475|Gl 586  |15 25 27|-09 10.2|K2 V        |  6.92| 0.81|  61.8|  61.8|15 28 09.6|-09 20 51
232.0528| -9.3576|Gl 586  |15 25 30|-09 10.8|K2 V        |  7.58| 0.92|  61.8|  61.8|15 28 12.7|-09 21 27
231.9382| -9.0273|Gl 586  |15 25 03|-08 51.0|k-m         | 15.41| 1.84|  48.0|  48.0|15 27 45.2|-09 01 38
232.3292|-49.9532|Gl 587  |15 25 44|-49 46.8|G5 V        |  7.69| 0.77|  56.0|  40.0|15 29 19.0|-49 57 11
232.0072|+25.7902|Gl 587.1|15 25 53|+25 57.8|dM0         | 11.12| 1.46|      |  42.0|15 28 01.7|+25 47 25
232.4349|+42.8798|NN 3907 |15 27 58|+43 03.5|m           | 14.17| 1.73|  51.1|  51.1|15 29 44.4|+42 52 47
232.9093|-26.9221|NN 3908 |15 28 39|-26 44.8|M3.5        | 13.70|     |      |  43.0|15 31 38.2|-26 55 20
233.0548|-41.2765|Gl 588  |15 28 58|-41 05.6|M3          |  9.31| 1.52| 165.1| 165.1|15 32 13.2|-41 16 35
232.9132|+14.2590|NN 3909 |15 29 19|+14 25.7|G5          |  7.70|     |      |  88.0|15 31 39.2|+14 15 32
232.9758|+28.8521|NN 3910 |15 29 52|+29 01.2|m           | 14.30|     |      |  62.0|15 31 54.2|+28 51 08
233.4159|+46.2511|NN 3911 |15 32 02|+46 24.9|m           | 13.58|     |      |  51.0|15 33 39.8|+46 15 04
233.4794|+37.9141|Gl 588.1|15 32 03|+38 04.9|dM0         | 11.28| 1.50|      |  40.0|15 33 55.1|+37 54 51
233.6280|+14.2701|GJ 1193 |15 32 13|+14 26.3|M3.5        | 13.83| 1.57|  48.4|  48.4|15 34 30.7|+14 16 12
233.8796|-14.7904|NN 3912 |15 32 43|-14 37.5|G8.5 III    |  3.90| 1.00|  39.5|  39.5|15 35 31.1|-14 47 25
233.8346|+17.7143|Gl 589  |15 33 08|+17 52.9|M4.5:       | 12.41| 1.58|  70.2|  70.2|15 35 20.3|+17 42 51
233.8346|+17.7143|Gl 589  |15 33 08|+17 52.9|M6          | 14.99| 1.81|  70.2|  70.2|15 35 20.3|+17 42 51
234.1467|-37.8995|Gl 590  |15 33 21|-37 43.4|M4          | 12.80| 1.60|  81.6|  81.6|15 36 35.2|-37 53 58
233.9423|+22.1518|NN 3913 |15 33 37|+22 19.1|k-m         | 12.69| 1.51|  53.2|  53.2|15 35 46.1|+22 09 06
233.9864|+39.8313|Gl 591  |15 34 10|+39 59.7|K3 V        |  7.60| 0.96|  47.0|  47.0|15 35 56.7|+39 49 53
234.2447|-14.1310|Gl 592  |15 34 13|-13 57.5|M4          | 12.70| 1.58|  76.4|  76.4|15 36 58.7|-14 07 52
234.0073|+39.8031|Gl 593  |15 34 15|+39 58.0|K2 V        |  7.43| 0.91|  47.0|  47.0|15 36 01.7|+39 48 11
234.0073|+39.8031|Gl 593  |15 34 15|+39 58.0|            |  7.60|     |  47.0|  47.0|15 36 01.7|+39 48 11
235.2993|-44.6606|Gl 594  |15 37 45|-44 29.8|F5 IV-V     |  4.64| 0.40|  58.3|  58.3|15 41 11.8|-44 39 38
235.0136|+43.4932|GJ 1194 |15 38 16|+43 39.5|m           | 12.48| 1.57|  73.3|  73.3|15 40 03.3|+43 29 35
235.0178|+43.4915|GJ 1194 |15 38 17|+43 39.4|m           | 13.80|     |  73.3|  73.3|15 40 04.3|+43 29 29
235.5250|-19.4831|Gl 595  |15 39 20|-19 18.6|M3.5        | 11.87| 1.60| 111.0| 111.0|15 42 06.0|-19 28 59
235.8343|-30.9311|NN 3914 |15 40 15|-30 46.1|m           | 13.10|     |      |  40.0|15 43 20.2|-30 55 52
235.7605|-10.9339|GJ 1195 |15 40 22|-10 46.3|F3 VI       |  7.22| 0.49|  39.4|  39.4|15 43 02.5|-10 56 02
235.7583|+26.2776|Gl 596  |15 40 55|+26 26.2|K7          | 10.70| 1.29|  56.1|  30.0|15 43 02.0|+26 16 39
235.7670|+26.2659|Gl 596  |15 40 57|+26 25.5|m           | 13.50|     |  56.1|  30.0|15 43 04.1|+26 15 57
236.0087| +2.5143|Gl 596.1|15 41 31|+02 40.4|G5 V        |  5.86| 0.68|  50.6|  50.6|15 44 02.1|+02 30 52
236.0087| +2.5143|Gl 596.1|15 41 31|+02 40.4|            | 12.00|     |  50.6|  50.6|15 44 02.1|+02 30 52
236.0664| +6.4257|Gl 596.2|15 41 48|+06 34.9|K2 III      |  2.64| 1.17|  49.7|  49.7|15 44 15.9|+06 25 32
235.3267|+75.9913|Gl 597  |15 42 15|+76 09.6|M3          | 12.22| 1.65|  75.2|  75.2|15 41 18.4|+75 59 29
236.6115| +7.3528|Gl 598  |15 44 01|+07 30.5|G0 V        |  4.43| 0.60|  83.9|  83.9|15 46 26.8|+07 21 10
237.0038|-58.1838|NN 3915 |15 44 01|-58 01.6|M2-3        | 11.65|     |  30.5|  45.0|15 48 00.9|-58 11 02
236.8721|-37.9169|Gl 599  |15 44 14|-37 45.6|G6 V        |  6.01| 0.72|  73.5|  73.5|15 47 29.3|-37 55 01
236.8721|-37.9169|Gl 599  |15 44 14|-37 45.6|DA7         | 12.78| 0.33|  73.5|  73.5|15 47 29.3|-37 55 01
236.8548|-10.8965|NN 3916 |15 44 42|-10 44.3|M2          | 11.25|     |      |  79.0|15 47 25.1|-10 53 48
237.0399| +1.5717|NN 3917 |15 45 38|+01 43.6|G8 V        |  7.43| 0.81|  33.6|  46.0|15 48 09.6|+01 34 18
237.7733|-50.6878|Gl 599.1|15 47 22|-50 32.2|k           | 10.72| 1.19|  50.0|  23.0|15 51 05.6|-50 41 16
237.5474| +0.9591|NN 3918 |15 47 38|+01 06.6|m           | 12.45|     |      |  56.0|15 50 11.4|+00 57 33
237.4086|+34.8171|NN 3919 |15 47 46|+34 57.5|m           | 13.16| 1.64|  56.6|  56.6|15 49 38.1|+34 49 01
237.4004|+51.0482|NN 3920 |15 48 14|+51 11.7|M3:         | 12.05| 1.53|      |  48.0|15 49 36.1|+51 02 54
237.7030| +4.4775|NN 3921 |15 48 19|+04 37.6|A2 m        |  3.71| 0.15|  38.4|  38.4|15 50 48.7|+04 28 39
237.0409|+74.4148|NN 3922 |15 48 57|+74 34.2|K5          |  9.31| 1.18|  34.2|  46.0|15 48 09.8|+74 24 53
237.8413|+29.5179|NN 3923 |15 49 21|+29 40.4|M7          | 13.01| 1.58|      |  58.0|15 51 21.9|+29 31 05
238.0331|+10.8748|Gl 600  |15 49 46|+11 01.6|dM0         |  9.36| 1.42|  47.4|  47.4|15 52 07.9|+10 52 29
238.7860|-63.4305|Gl 601  |15 50 43|-63 16.7|F2 IV       |  2.84| 0.29|  82.1|  82.1|15 55 08.6|-63 25 50
238.2996|+13.1964|NN 3924 |15 50 52|+13 21.1|G1 V        |  6.10| 0.60|  41.7|  53.0|15 53 11.9|+13 11 47
238.1702|+42.4511|Gl 602  |15 50 57|+42 35.4|F9 V        |  4.61| 0.57|  57.5|  57.5|15 52 40.8|+42 27 04
238.2769|+34.7541|NN 3925 |15 51 11|+34 54.5|M3          | 11.75| 1.51|  53.4|  48.7|15 53 06.5|+34 45 15
238.2769|+34.7457|NN 3926 |15 51 11|+34 54.0|m           | 13.18| 1.53|  40.4|  48.7|15 53 06.5|+34 44 45
238.6608|-26.0049|GJ 1196 |15 51 38|-25 51.6|K5 V        |  9.28| 1.24|      |  47.0|15 54 38.6|-26 00 18
238.7715|+33.8480|NN 3927 |15 53 08|+34 00.0|m           | 15.95| 1.76|  42.1|  42.1|15 55 05.2|+33 50 53
238.8816|+35.2007|NN 3928 |15 53 39|+35 20.6|m           | 13.68|     |      |  92.0|15 55 31.6|+35 12 03
238.9470|+37.9466|Wo 9531 |15 53 58|+38 05.4|F0 IV       |  5.45| 0.33|  43.2|  43.2|15 55 47.3|+37 56 48
239.1114|+15.6614|Gl 603  |15 54 08|+15 49.4|F6 V        |  3.85| 0.48|  84.1|  84.1|15 56 26.7|+15 39 41
239.4216|-42.6244|Gl 604  |15 54 16|-42 28.7|K5 V        |  8.05| 1.12|  58.9|  58.9|15 57 41.2|-42 37 28
239.0836|+63.8160|Wo 9532 |15 55 44|+63 57.4|G5          |  9.54| 0.89|  44.2|  21.0|15 56 20.1|+63 48 57
239.5799|+35.4075|NN 3929 |15 56 27|+35 32.7|M6  :       | 12.69| 1.59|      |  61.0|15 58 19.2|+35 24 27
239.6357|+27.7408|Wo 9533 |15 56 32|+27 52.7|K0 V        |  8.01| 0.77|  44.4|  44.4|15 58 32.6|+27 44 27
239.6829|+25.5702|NN 3930 |15 56 38|+25 42.8|K2 V        |  8.33| 1.00|      |  44.0|15 58 43.9|+25 34 13
240.0979|-45.4525|Gl 604.1|15 56 52|-45 18.6|G5 IV       |  7.54| 0.74|  44.2|  44.2|16 00 23.5|-45 27 09
239.4175|+65.3958|Wo 9535 |15 57 11|+65 32.4|dG5         |  9.04| 0.86|  42.3|  26.0|15 57 40.2|+65 23 45
239.9738| -8.2547|Gl 606  |15 57 11|-08 06.8|dM0         | 10.50| 1.51|  98.1|  98.1|15 59 53.7|-08 15 17
240.0818|-16.5342|NN 3931 |15 57 31|-16 23.3|F8 V        |  5.47| 0.52|  33.2|  33.2|16 00 19.6|-16 32 03
239.9618|+14.9976|NN 3932 |15 57 34|+15 08.9|m           | 13.99| 1.58|  40.0|  40.0|15 59 50.8|+14 59 51
242.5690|-84.2315|Gl 606.1|15 58 21|-84 05.8|K0 V        |  7.68| 0.78|  49.0|  39.0|16 10 16.6|-84 13 54
242.5690|-84.2315|Gl 606.1|15 58 21|-84 05.8|k-m         | 11.03| 1.36|  49.0|  39.0|16 10 16.6|-84 13 54
240.2137|+40.3288|NN 3933 |15 59 08|+40 28.3|m           | 13.12|     |      |  47.0|16 00 51.3|+40 19 44
240.2619|+33.3036|Gl 606.2|15 59 08|+33 27.2|G0 V        |  5.41| 0.60|  40.2|  60.0|16 01 02.9|+33 18 13
240.6001|-25.1000|NN 3934 |15 59 24|-24 57.2|m           | 13.20|     |      |  49.0|16 02 24.0|-25 06 00
240.4323|+30.1802|Gl 607  |15 59 45|+30 19.0|M3          | 12.51| 1.56|  61.2|  61.2|16 01 43.7|+30 10 49
240.1496|+61.6616|Gl 608  |15 59 53|+61 48.0|dM0         |  9.99| 1.29|  42.5|  42.5|16 00 35.9|+61 39 42
240.4712|+30.4604|NN 3935 |15 59 54|+30 35.8|m           | 13.37|     |      |  45.0|16 01 53.1|+30 27 37
240.4379|+30.4619|NN 3936 |15 59 46|+30 35.9|m           | 15.17|     |      |  45.0|16 01 45.1|+30 27 43
240.7144|+20.5888|Gl 609  |16 00 43|+20 44.6|M3          | 12.56| 1.63|  99.4|  99.4|16 02 51.5|+20 35 20
240.4728|+58.5654|Gl 609.1|16 00 57|+58 41.9|F8 IV-V     |  4.01| 0.52|  48.7|  48.7|16 01 53.5|+58 33 55
241.0926|-11.3732|Wo 9540 |16 01 37|-11 14.2|F6 IV-V     |  4.84| 0.45|  41.1|  41.1|16 04 22.2|-11 22 23
241.0926|-11.3732|Wo 9540 |16 01 37|-11 14.2|F6 IV-V     |  5.00|     |  41.1|  41.1|16 04 22.2|-11 22 23
241.0925|-11.3713|Wo 9540 |16 01 37|-11 14.1|G8 V        |  7.30| 0.75|  41.1|  41.1|16 04 22.2|-11 22 17
241.0830| -6.2795|NN 3937 |16 01 40|-06 07.9|dM4.5-5     | 15.51| 1.89|  60.4|  60.4|16 04 19.9|-06 16 46
241.1095|-11.4497|Wo 9541 |16 01 41|-11 18.8|G8 V        |  7.46| 0.74|  43.0|  43.0|16 04 26.3|-11 26 59
241.1096|-11.4496|Wo 9541 |16 01 41|-11 18.8|K2 V        |  8.03| 0.84|  43.0|  43.0|16 04 26.3|-11 26 59
241.0135|+25.2552|Gl 609.2|16 01 59|+25 22.9|G8 V        |  7.10| 0.77|  54.6|  54.6|16 04 03.2|+25 15 19
241.4126|-32.8631|Wo 9543 |16 02 29|-32 43.5|G9 V        |  8.34| 0.82|  41.0|  41.0|16 05 39.0|-32 51 47
241.4126|-32.8631|Wo 9543 |16 02 29|-32 43.5|K1 V        |  9.00|     |  41.0|  41.0|16 05 39.0|-32 51 47
241.4126|-32.8631|Wo 9543 |16 02 29|-32 43.5|K5          | 11.10|     |  41.0|  41.0|16 05 39.0|-32 51 47
241.4190|-20.4497|Gl 610  |16 02 44|-20 18.6|K3/4 V      |  7.40| 1.04|  58.5|  58.5|16 05 40.6|-20 26 59
241.6231|-45.1738|NN 3938 |16 02 57|-45 02.4|A m         |  4.72| 0.23|  33.3|  33.3|16 06 29.5|-45 10 26
241.2359|+39.1559|Gl 611  |16 03 13|+39 17.4|G8 V        |  6.66| 0.73|  80.1|  80.1|16 04 56.6|+39 09 21
241.2101|+39.1591|Gl 611  |16 03 07|+39 17.6|m           | 14.23| 1.72|  72.5|  72.5|16 04 50.4|+39 09 33
242.3060|-71.0694|Gl 611.1|16 03 51|-70 55.9|G8 V        |  7.22| 0.72|  47.9|  47.9|16 09 13.4|-71 04 10
240.1514|+80.6272|Gl 611.2|16 03 58|+80 45.8|K0          |  7.57| 1.06|  46.1|  46.1|16 00 36.3|+80 37 38
241.6725| +8.3878|Gl 611.3|16 04 18|+08 31.2|dM3  e      | 11.55| 1.46|  36.6|  36.6|16 06 41.4|+08 23 16
241.6239|+38.6327|Gl 612  |16 04 42|+38 46.4|K3 V        |  8.61| 0.96|  56.6|  38.0|16 06 29.7|+38 37 58
241.6762|+34.6242|Gl 612.1|16 04 48|+34 45.9|dM0         | 10.45| 1.24|  49.8|  49.8|16 06 42.3|+34 37 27
241.8690| +5.9660|NN 3939 |16 05 02|+06 06.1|m           | 13.46|     |      |  43.0|16 07 28.6|+05 57 58
241.8097|+26.8381|GJ 1197 |16 05 09|+26 58.6|m           | 13.33| 1.64|  45.6|  45.6|16 07 14.3|+26 50 17
241.6651|+47.5038|NN 3940 |16 05 10|+47 38.1|dK8         |  9.90| 1.17|  42.9|  42.9|16 06 39.6|+47 30 14
242.0598|-10.4384|GJ 1198 |16 05 31|-10 17.3|M2          | 14.70| 1.70|  46.9|  46.9|16 08 14.4|-10 26 18
242.4278|-56.4448|Gl 613  |16 05 41|-56 19.1|K3 V        |  7.11| 0.85|  75.3|  75.3|16 09 42.7|-56 26 41
241.3593|+76.9167|NN 3941 |16 07 11|+77 02.9|M1.5        | 12.35|     |      |  42.0|16 05 26.2|+76 55 00
242.2651|+52.9442|NN 3942 |16 07 47|+53 04.4|dM0         | 10.19| 1.45|      |  64.0|16 09 03.6|+52 56 39
243.2965|-70.1562|NN 3943 |16 07 56|-70 01.2|k-m         | 13.75|     |      |  70.0|16 13 11.2|-70 09 22
242.9482|-52.9170|Wo 9547 |16 07 57|-52 47.0|g           | 10.50| 1.16|  39.4|  39.4|16 11 47.6|-52 55 01
242.6020|+43.8170|Gl 614  |16 08 47|+43 57.0|K0 V        |  6.66| 0.88|  61.9|  61.9|16 10 24.5|+43 49 01
242.8566|+13.3709|GJ 1199 |16 09 06|+13 30.4|DA6         | 15.09| 0.23|  54.9|  54.9|16 11 25.6|+13 22 15
243.4533|-57.5711|Gl 615  |16 09 47|-57 25.5|K0 V        |  7.53| 0.83|  69.9|  69.9|16 13 48.8|-57 34 16
243.4192|-21.3994|NN 3944 |16 10 44|-21 16.4|G3 V        |  6.69| 0.61|      |  40.0|16 13 40.6|-21 23 58
243.3250|+13.5280|Gl 615.1|16 10 58|+13 39.6|G8 V        |  7.36| 0.76|  51.8|  51.8|16 13 18.0|+13 31 41
243.3250|+13.5280|Gl 615.1|16 10 58|+13 39.6|G8 V        |  7.50|     |  51.8|  51.8|16 13 18.0|+13 31 41
243.5904|-28.5073|NN 3945 |16 11 17|-28 22.6|M3.5        | 12.96|     |      |  62.0|16 14 21.7|-28 30 26
243.6843| +4.8697|NN 3946 |16 12 17|+04 59.6|m           | 13.53|     |      |  47.0|16 14 44.2|+04 52 11
243.6374|+19.1018|GJ 1200 |16 12 27|+19 13.3|m           | 12.92| 1.54|  56.5|  56.5|16 14 33.0|+19 06 06
243.6688|+33.8578|Gl 615.2|16 12 48|+33 59.0|F8 V        |  5.64| 0.51|  44.4|  44.4|16 14 40.5|+33 51 28
243.6688|+33.8578|Gl 615.2|16 12 48|+33 59.0|G1 V        |  6.72|     |  44.4|  44.4|16 14 40.5|+33 51 28
243.4818|+33.7719|Gl 615.2|16 12 03|+33 53.9|M3.5        | 12.31| 1.40|  44.4|  44.4|16 13 55.6|+33 46 19
243.9054| -8.3692|Gl 616  |16 12 54|-08 14.3|G1 V        |  5.49| 0.65|  65.1|  65.1|16 15 37.3|-08 22 09
243.8843|+24.4631|NN 3947 |16 13 26|+24 35.0|M2          | 11.99| 1.51|      |  42.0|16 15 32.2|+24 27 47
243.9776|+35.8207|NN 3948 |16 14 05|+35 56.5|K5          |  9.62| 1.23|      |  41.0|16 15 54.6|+35 49 14
243.7076|+70.9296|Wo 9551 |16 15 10|+71 03.4|dG5         |  7.90| 0.63|  42.0|  25.0|16 14 49.8|+70 55 47
244.5789| -4.6921|NN 3949 |16 15 40|-04 34.3|G9.5 IIIb   |  3.24| 0.96|  40.6|  40.6|16 18 18.9|-04 41 31
244.2792|+55.2690|Gl 616.2|16 15 59|+55 23.8|dM1.5e      |  9.96| 1.48|  47.5|  47.5|16 17 07.0|+55 16 08
244.7847|-28.2938|Wo 9553 |16 16 02|-28 10.2|G0 V        |  7.67| 0.61|  42.6|  23.0|16 19 08.3|-28 17 38
244.9587|-50.1557|Wo 9554 |16 16 05|-50 02.1|G8 III      |  4.02| 1.08|  43.0|  43.0|16 19 50.1|-50 09 20
244.1781|+67.2383|Gl 617  |16 16 37|+67 21.5|M0 Ve       |  8.60| 1.41|  88.3|  88.3|16 16 42.8|+67 14 18
244.1854|+67.2565|Gl 617  |16 16 39|+67 22.6|M2.5        | 10.72| 1.49|  88.3|  88.3|16 16 44.5|+67 15 23
245.0169|-37.5289|Gl 618  |16 16 47|-37 25.4|M3          | 10.60| 1.57| 130.0| 130.0|16 20 04.1|-37 31 44
245.0169|-37.5289|Gl 618  |16 16 47|-37 25.4|M5  :       | 14.15| 1.79| 130.0| 130.0|16 20 04.1|-37 31 44
245.1036| -4.2672|Gl 618.1|16 17 48|-04 08.9|dM2         | 10.70| 1.40|  27.2|  27.2|16 20 24.9|-04 16 02
244.9788|+39.7081|Wo 9557 |16 18 12|+39 49.6|F3 IV-V     |  5.46| 0.40|  40.9|  40.9|16 19 54.9|+39 42 29
244.9788|+39.7081|Wo 9557 |16 18 12|+39 49.6|            | 11.00|     |  40.9|  40.9|16 19 54.9|+39 42 29
244.3750|+75.7556|NN 3950 |16 18 56|+75 52.3|F3 V        |  4.95| 0.37|  40.7|  40.7|16 17 30.0|+75 45 20
244.6008|+75.7199|NN 3951 |16 19 50|+75 50.1|m           | 14.51|     |  40.7|  40.7|16 18 24.2|+75 43 12
245.6690|-48.6550|Gl 618.4|16 19 01|-48 31.9|M3          | 11.83| 1.48|  43.1|  43.1|16 22 40.6|-48 39 18
245.2209|+40.9608|Gl 619  |16 19 12|+41 04.6|dM0  p      |  8.98| 1.30|  73.6|  68.0|16 20 53.0|+40 57 39
